peptide_id,gene_id,transcript_id,genome,chromosome,start_pos,end_pos,strand,description,length
KRH16334,GLYMA_14G149500,KRH16334,Glycine_max_v2.0,14,32249643,32250490,1,hypothetical protein,73
KRH53151,GLYMA_06G107900,KRH53151,Glycine_max_v2.0,6,8665100,8665484,1,hypothetical protein,78
KRH39914,GLYMA_09G227700,KRH39914,Glycine_max_v2.0,9,45202852,45203851,-1,hypothetical protein,67
KRH14549,GLYMA_14G033100,KRH14549,Glycine_max_v2.0,14,2403289,2404114,1,hypothetical protein,59
KRH06328,GLYMA_16G016800,KRH06328,Glycine_max_v2.0,16,1467805,1469620,1,hypothetical protein,51
KRH66492,GLYMA_03G110000,KRH66492,Glycine_max_v2.0,3,31373743,31375159,-1,hypothetical protein,65
KRH41228,GLYMA_08G017100,KRH41228,Glycine_max_v2.0,8,1384472,1384639,1,hypothetical protein,55
KRG91793,GLYMA_20G174700,KRG91793,Glycine_max_v2.0,20,41206929,41207369,-1,hypothetical protein,70
KRH15378,GLYMA_14G084100,KRH15378,Glycine_max_v2.0,14,7372214,7372668,1,hypothetical protein,58
KRH55751,GLYMA_06G278100,KRH55751,Glycine_max_v2.0,6,46971080,46971416,1,hypothetical protein,105
KRH15776,GLYMA_14G110400,KRH15776,Glycine_max_v2.0,14,12407394,12408417,1,hypothetical protein,68
KRH16480,GLYMA_14G158700,KRH16480,Glycine_max_v2.0,14,35097395,35098384,1,hypothetical protein,75
KRH53989,GLYMA_06G159000,KRH53989,Glycine_max_v2.0,6,13096473,13099828,1,hypothetical protein,403
KRG88543,GLYMA_U0063002,KRG88543,,NA,NA,NA,NA,hypothetical protein,18
KRH42316,GLYMA_08G082800,KRH42316,Glycine_max_v2.0,8,6271366,6272220,-1,hypothetical protein,78
KRH47200,GLYMA_07G014900,KRH47200,Glycine_max_v2.0,7,1168885,1169148,-1,hypothetical protein,87
KRG93131,GLYMA_20G249400,KRG93131,Glycine_max_v2.0,20,47818422,47822783,-1,hypothetical protein,474
KRH40082,GLYMA_09G236900,KRH40082,Glycine_max_v2.0,9,45904867,45906073,-1,hypothetical protein,75
KRH55194,GLYMA_06G236300,KRH55194,Glycine_max_v2.0,6,38422754,38423624,1,hypothetical protein,66
KRH27000,GLYMA_12G207800,KRH27000,Glycine_max_v2.0,12,36742961,36743944,1,hypothetical protein,119
KRH22065,GLYMA_13G275700,KRH22065,Glycine_max_v2.0,13,37713503,37714588,1,hypothetical protein,361
KRH75299,GLYMA_01G076700,KRH75299,Glycine_max_v2.0,1,18145637,18146630,1,hypothetical protein,165
KRG91984,GLYMA_20G183900,KRG91984,Glycine_max_v2.0,20,42189558,42191937,-1,hypothetical protein,168
KRH33578,GLYMA_10G1332002,KRH33578,Glycine_max_v2.0,10,35809148,35809191,1,hypothetical protein,14
KRH47112,GLYMA_07G009400,KRH47112,Glycine_max_v2.0,7,705174,705728,1,hypothetical protein,77
KRH54157,GLYMA_06G168200,KRH54157,Glycine_max_v2.0,6,14045613,14048618,-1,hypothetical protein,59
KRG99201,GLYMA_18G128900,KRG99201,Glycine_max_v2.0,18,17411028,17415670,1,hypothetical protein,65
KRH60133,GLYMA_05G222100,KRH60133,Glycine_max_v2.0,5,40159713,40160512,1,hypothetical protein,98
KRH21265,GLYMA_13G2292002,KRH21265,Glycine_max_v2.0,13,34138528,34138536,1,hypothetical protein,3
KRH57857,GLYMA_05G088700,KRH57857,Glycine_max_v2.0,5,19161735,19163239,1,hypothetical protein,87
KRH62927,GLYMA_04G142600,KRH62927,Glycine_max_v2.0,4,24962583,24963450,1,hypothetical protein,87
KRH52193,GLYMA_06G051700,KRH52193,Glycine_max_v2.0,6,3898727,3899134,-1,hypothetical protein,135
KRH70394,GLYMA_02G088100,KRH70394,Glycine_max_v2.0,2,7694990,7696458,1,hypothetical protein,82
KRH52139,GLYMA_06G049100,KRH52139,Glycine_max_v2.0,6,3679711,3680417,1,hypothetical protein,108
KRH67713,GLYMA_03G182300,KRH67713,Glycine_max_v2.0,3,39423708,39424335,-1,hypothetical protein,63
KRH16648,GLYMA_14G168000,KRH16648,Glycine_max_v2.0,14,41656103,41658058,1,hypothetical protein,69
KRH02462,GLYMA_17G040100,KRH02462,Glycine_max_v2.0,17,2969594,2969743,1,hypothetical protein,49
KRH11794,GLYMA_15G131000,KRH11794,Glycine_max_v2.0,15,10535032,10535618,1,hypothetical protein,86
KRH22500,GLYMA_13G3046001,KRH22500,Glycine_max_v2.0,13,40156775,40157401,1,hypothetical protein,80
KRH61917,GLYMA_04G074500,KRH61917,Glycine_max_v2.0,4,6201126,6206476,-1,hypothetical protein,584
KRH71734,GLYMA_02G165400,KRH71734,Glycine_max_v2.0,2,24248977,24280980,1,hypothetical protein,563
KRH41524,GLYMA_08G035500,KRH41524,Glycine_max_v2.0,8,2819412,2823383,1,hypothetical protein,276
KRH62328,GLYMA_04G100800,KRH62328,Glycine_max_v2.0,4,9267872,9268051,-1,hypothetical protein,59
KRH69758,GLYMA_02G046300,KRH69758,Glycine_max_v2.0,2,4253896,4255077,-1,hypothetical protein,56
KRG96543,GLYMA_19G217600,KRG96543,Glycine_max_v2.0,19,47029352,47030103,1,hypothetical protein,232
KRH44756,GLYMA_08G229300,KRH44756,Glycine_max_v2.0,8,18716506,18717347,1,hypothetical protein,90
KRH11895,GLYMA_15G137500,KRH11895,Glycine_max_v2.0,15,11188334,11188893,-1,hypothetical protein,66
KRH23317,GLYMA_13G350200,KRH23317,Glycine_max_v2.0,13,43969832,43970389,1,hypothetical protein,59
KRH51271,GLYMA_07G271600,KRH51271,Glycine_max_v2.0,7,44391954,44392184,1,hypothetical protein,76
KRH54358,GLYMA_06G180100,KRH54358,Glycine_max_v2.0,6,15284078,15285206,1,hypothetical protein,52
KRH68021,GLYMA_03G203100,KRH68021,Glycine_max_v2.0,3,41158909,41160003,-1,hypothetical protein,71
KRH33269,GLYMA_10G111300,KRH33269,Glycine_max_v2.0,10,26138621,26138809,-1,hypothetical protein,62
KRH71010,GLYMA_02G123600,KRH71010,Glycine_max_v2.0,2,12330513,12330952,1,hypothetical protein,80
KRH13086,GLYMA_15G214800,KRH13086,Glycine_max_v2.0,15,34875837,34876100,-1,hypothetical protein,87
KRH45610,GLYMA_08G283000,KRH45610,Glycine_max_v2.0,8,38888374,38888553,1,hypothetical protein,59
KRH00059,GLYMA_18G189200,KRH00059,Glycine_max_v2.0,18,45658464,45659747,-1,hypothetical protein,78
KRH67903,GLYMA_03G1946002,KRH67903,Glycine_max_v2.0,3,40516428,40516574,1,hypothetical protein,49
KRH03846,GLYMA_17G124000,KRH03846,Glycine_max_v2.0,17,9894332,9896636,1,hypothetical protein,68
KRH54458,GLYMA_06G186600,KRH54458,Glycine_max_v2.0,6,16230804,16231528,1,hypothetical protein,67
KRH68111,GLYMA_03G209600,KRH68111,Glycine_max_v2.0,3,41641560,41643295,-1,hypothetical protein,316
KRH42542,GLYMA_08G095700,KRH42542,Glycine_max_v2.0,8,7283210,7286666,-1,hypothetical protein,52
KRG92478,GLYMA_20G214000,KRG92478,Glycine_max_v2.0,20,45012349,45015437,-1,hypothetical protein,396
KRH46855,GLYMA_08G360300,KRH46855,Glycine_max_v2.0,8,47218711,47219422,1,hypothetical protein,66
KRH61347,GLYMA_04G041900,KRH61347,Glycine_max_v2.0,4,3350148,3354601,1,hypothetical protein,203
KRH10085,GLYMA_15G027600,KRH10085,Glycine_max_v2.0,15,2213895,2214819,1,hypothetical protein,102
KRH37509,GLYMA_09G070800,KRH37509,Glycine_max_v2.0,9,7230417,7231008,1,hypothetical protein,115
KRH24184,GLYMA_12G027000,KRH24184,Glycine_max_v2.0,12,1945797,1947365,-1,hypothetical protein,522
KRH56525,GLYMA_05G002300,KRH56525,Glycine_max_v2.0,5,174119,180071,-1,hypothetical protein,485
KRG88898,GLYMA_U011800,KRG88898,,NA,NA,NA,NA,hypothetical protein,68
KRH07977,GLYMA_16G121800,KRH07977,Glycine_max_v2.0,16,27019604,27019956,1,hypothetical protein,46
KRH69013,GLYMA_03G263300,KRH69013,Glycine_max_v2.0,3,45642468,45642766,1,hypothetical protein,97
KRH50498,GLYMA_07G224300,KRH50498,Glycine_max_v2.0,7,40153492,40155415,-1,hypothetical protein,164
KRH71994,GLYMA_02G183800,KRH71994,Glycine_max_v2.0,2,32013133,32014299,1,hypothetical protein,50
KRH77814,GLYMA_01G235100,KRH77814,Glycine_max_v2.0,1,56096148,56097344,1,hypothetical protein,225
KRH06679,GLYMA_16G039000,KRH06679,Glycine_max_v2.0,16,3675670,3675849,-1,hypothetical protein,59
KRH12947,GLYMA_15G2069001,KRH12947,Glycine_max_v2.0,15,29376759,29376804,-1,hypothetical protein,15
KRH12946,GLYMA_15G2069002,KRH12946,Glycine_max_v2.0,15,29375680,29375858,-1,hypothetical protein,58
KRH61990,GLYMA_04G0789002,KRH61990,Glycine_max_v2.0,4,6616929,6617066,-1,hypothetical protein,45
KRG93801,GLYMA_19G042300,KRG93801,Glycine_max_v2.0,19,6139858,6140022,1,hypothetical protein,54
KRH62197,GLYMA_04G093000,KRH62197,Glycine_max_v2.0,4,8222182,8222645,1,hypothetical protein,53
KRG94906,GLYMA_19G116900,KRG94906,Glycine_max_v2.0,19,37274771,37275377,1,hypothetical protein,88
KRH26150,GLYMA_12G155300,KRH26150,Glycine_max_v2.0,12,24277539,24279376,-1,hypothetical protein,265
KRH63314,GLYMA_04G167600,KRH63314,Glycine_max_v2.0,4,42066667,42067020,-1,hypothetical protein,107
KRG90626,GLYMA_20G104100,KRG90626,Glycine_max_v2.0,20,34651846,34655068,1,hypothetical protein,82
KRH31762,GLYMA_10G010600,KRH31762,Glycine_max_v2.0,10,994583,994783,-1,hypothetical protein,66
KRH20441,GLYMA_13G178700,KRH20441,Glycine_max_v2.0,13,29234447,29236610,-1,hypothetical protein,294
KRG92785,GLYMA_20G229700,KRG92785,Glycine_max_v2.0,20,46387052,46388580,1,hypothetical protein,393
KRG89630,GLYMA_20G036000,KRG89630,Glycine_max_v2.0,20,5102214,5103900,1,hypothetical protein,348
KRH77956,GLYMA_01G244300,KRH77956,Glycine_max_v2.0,1,56669493,56672819,1,hypothetical protein,429
KRH00784,GLYMA_18G233900,KRH00784,Glycine_max_v2.0,18,52246278,52246451,-1,hypothetical protein,57
KRH07032,GLYMA_16G062900,KRH07032,Glycine_max_v2.0,16,6169843,6170066,-1,hypothetical protein,58
KRH76823,GLYMA_01G176200,KRH76823,Glycine_max_v2.0,1,51279390,51281353,-1,hypothetical protein,116
KRG96978,GLYMA_19G245300,KRG96978,Glycine_max_v2.0,19,49232818,49233403,1,hypothetical protein,75
KRH23450,GLYMA_13G3583002,KRH23450,Glycine_max_v2.0,13,44600775,44600843,-1,hypothetical protein,22
KRH60699,GLYMA_04G003800,KRH60699,Glycine_max_v2.0,4,314908,318098,-1,hypothetical protein,409
KRG89739,GLYMA_20G045200,KRG89739,Glycine_max_v2.0,20,8414252,8415216,1,hypothetical protein,105
KRG98950,GLYMA_18G109300,KRG98950,Glycine_max_v2.0,18,12623739,12623981,-1,hypothetical protein,80
KRH20631,GLYMA_13G190600,KRH20631,Glycine_max_v2.0,13,30418530,30419420,1,hypothetical protein,93
KRH62671,GLYMA_04G123000,KRH62671,Glycine_max_v2.0,4,15844807,15848222,-1,hypothetical protein,107
KRH06994,GLYMA_16G060100,KRH06994,Glycine_max_v2.0,16,5881488,5884440,1,hypothetical protein,118
KRH23784,GLYMA_12G003600,KRH23784,Glycine_max_v2.0,12,289689,290834,1,hypothetical protein,64
KRH18615,GLYMA_13G071500,KRH18615,Glycine_max_v2.0,13,17175078,17175278,1,hypothetical protein,66
KRH66262,GLYMA_03G094500,KRH66262,Glycine_max_v2.0,3,27916704,27921991,-1,hypothetical protein,177
KRH72637,GLYMA_02G2244002,KRH72637,Glycine_max_v2.0,2,41192739,41192890,1,hypothetical protein,50
KRH44412,GLYMA_08G209600,KRH44412,Glycine_max_v2.0,8,16974336,16978896,1,hypothetical protein,563
KRG89892,GLYMA_20G054400,KRG89892,Glycine_max_v2.0,20,12567169,12569285,1,hypothetical protein,235
KRH37065,GLYMA_09G041900,KRH37065,Glycine_max_v2.0,9,3552491,3553718,-1,hypothetical protein,94
KRH70270,GLYMA_02G080300,KRH70270,Glycine_max_v2.0,2,6932370,6932962,-1,hypothetical protein,61
KRH18530,GLYMA_13G066000,KRH18530,Glycine_max_v2.0,13,16591054,16592949,-1,hypothetical protein,31
KRH25825,GLYMA_12G131900,KRH25825,Glycine_max_v2.0,12,14915663,14919704,-1,hypothetical protein,67
KRH45293,GLYMA_08G263300,KRH45293,Glycine_max_v2.0,8,28535015,28536298,1,hypothetical protein,94
KRH49854,GLYMA_07G183800,KRH49854,Glycine_max_v2.0,7,35141653,35142609,-1,hypothetical protein,66
KRH43352,GLYMA_08G144200,KRH43352,Glycine_max_v2.0,8,10985233,10986082,1,hypothetical protein,92
KRH58914,GLYMA_05G155600,KRH58914,Glycine_max_v2.0,5,34850340,34852013,1,hypothetical protein,385
KRH48040,GLYMA_07G064700,KRH48040,Glycine_max_v2.0,7,5774997,5785236,-1,hypothetical protein,45
KRH06472,GLYMA_16G024800,KRH06472,Glycine_max_v2.0,16,2407161,2410997,-1,hypothetical protein,396
KRH56199,GLYMA_06G309700,KRH56199,Glycine_max_v2.0,6,49817331,49817579,1,hypothetical protein,82
KRH37838,GLYMA_09G093000,KRH37838,Glycine_max_v2.0,9,12820934,12821545,-1,hypothetical protein,203
KRH46544,GLYMA_08G340600,KRH46544,Glycine_max_v2.0,8,45674700,45678980,1,hypothetical protein,71
KRG95342,GLYMA_19G144600,KRG95342,Glycine_max_v2.0,19,40571168,40573363,1,hypothetical protein,500
KRG91960,GLYMA_20G182700,KRG91960,Glycine_max_v2.0,20,42063944,42067252,1,hypothetical protein,88
KRG88695,GLYMA_U034000,KRG88695,,NA,NA,NA,NA,hypothetical protein,1391
KRH13529,GLYMA_15G246200,KRH13529,Glycine_max_v2.0,15,46913609,46914621,-1,hypothetical protein,91
KRH16626,GLYMA_14G166700,KRH16626,Glycine_max_v2.0,14,41251330,41255444,1,hypothetical protein,96
KRH57842,GLYMA_05G087500,KRH57842,Glycine_max_v2.0,5,17896778,17897990,1,hypothetical protein,81
KRH52168,GLYMA_06G050500,KRH52168,Glycine_max_v2.0,6,3840579,3841194,1,hypothetical protein,62
KRH14765,GLYMA_14G047600,KRH14765,Glycine_max_v2.0,14,3621179,3621908,1,hypothetical protein,88
KRH19113,GLYMA_13G101500,KRH19113,Glycine_max_v2.0,13,21667555,21668658,1,hypothetical protein,69
KRH09566,GLYMA_16G221300,KRH09566,Glycine_max_v2.0,16,37809577,37813343,1,hypothetical protein,696
KRH23906,GLYMA_12G010000,KRH23906,Glycine_max_v2.0,12,712288,717264,1,hypothetical protein,686
KRH63710,GLYMA_04G192400,KRH63710,Glycine_max_v2.0,4,46416178,46421357,1,hypothetical protein,613
KRH66729,GLYMA_03G124500,KRH66729,Glycine_max_v2.0,3,33758581,33761848,1,hypothetical protein,70
KRH43494,GLYMA_08G153400,KRH43494,Glycine_max_v2.0,8,11839068,11839651,1,hypothetical protein,63
KRG99950,GLYMA_18G181400,KRG99950,Glycine_max_v2.0,18,43616819,43617031,1,hypothetical protein,70
KRH34112,GLYMA_10G163900,KRH34112,Glycine_max_v2.0,10,39770968,39773008,-1,hypothetical protein,115
KRH61883,GLYMA_04G073300,KRH61883,Glycine_max_v2.0,4,6112811,6112978,1,hypothetical protein,55
KRH10627,GLYMA_15G059000,KRH10627,Glycine_max_v2.0,15,4554190,4556353,1,hypothetical protein,601
KRG97198,GLYMA_19G2566001,KRG97198,Glycine_max_v2.0,19,50057952,50059134,-1,hypothetical protein,47
KRH42360,GLYMA_08G085300,KRH42360,Glycine_max_v2.0,8,6418953,6419297,1,hypothetical protein,75
KRH33211,GLYMA_10G107400,KRH33211,Glycine_max_v2.0,10,24400661,24404919,-1,hypothetical protein,116
KRH47697,GLYMA_07G0445002,KRH47697,Glycine_max_v2.0,7,3727048,3727120,-1,hypothetical protein,23
KRH09895,GLYMA_15G017200,KRH09895,Glycine_max_v2.0,15,1331763,1336365,1,hypothetical protein,141
KRH36459,GLYMA_09G003800,KRH36459,Glycine_max_v2.0,9,312735,314744,-1,hypothetical protein,280
KRG97627,GLYMA_18G020500,KRG97627,Glycine_max_v2.0,18,1498401,1499701,1,hypothetical protein,72
KRH27081,GLYMA_12G213000,KRH27081,Glycine_max_v2.0,12,37204345,37205090,-1,hypothetical protein,82
KRH46788,GLYMA_08G356400,KRH46788,Glycine_max_v2.0,8,46886380,46886595,-1,hypothetical protein,71
KRH72825,GLYMA_02G236000,KRH72825,Glycine_max_v2.0,2,42354166,42354909,1,hypothetical protein,91
KRH28632,GLYMA_11G065400,KRH28632,Glycine_max_v2.0,11,4942413,4943065,1,hypothetical protein,78
KRH16910,GLYMA_14G185200,KRH16910,Glycine_max_v2.0,14,44893532,44894912,1,hypothetical protein,86
KRH77787,GLYMA_01G233800,KRH77787,Glycine_max_v2.0,1,56008518,56008811,-1,hypothetical protein,97
KRH04979,GLYMA_17G200100,KRH04979,Glycine_max_v2.0,17,31831345,31832164,1,hypothetical protein,50
KRH41562,GLYMA_08G038000,KRH41562,Glycine_max_v2.0,8,2986525,2987644,-1,hypothetical protein,88
KRH75501,GLYMA_01G088400,KRH75501,Glycine_max_v2.0,1,26851827,26854065,1,hypothetical protein,142
KRH25229,GLYMA_12G088800,KRH25229,Glycine_max_v2.0,12,7280226,7280742,1,hypothetical protein,82
KRH21564,GLYMA_13G245600,KRH21564,Glycine_max_v2.0,13,35460080,35461356,1,hypothetical protein,258
KRH37406,GLYMA_09G064100,KRH37406,Glycine_max_v2.0,9,6188234,6189296,1,hypothetical protein,138
KRG94883,GLYMA_19G115700,KRG94883,Glycine_max_v2.0,19,37087585,37095991,1,hypothetical protein,741
KRH16057,GLYMA_14G1295002,KRH16057,Glycine_max_v2.0,14,21788430,21788754,-1,hypothetical protein,44
KRH56610,GLYMA_05G007600,KRH56610,Glycine_max_v2.0,5,717400,722645,1,hypothetical protein,647
KRH07853,GLYMA_16G115100,KRH07853,Glycine_max_v2.0,16,25514647,25514850,1,hypothetical protein,67
KRH29152,GLYMA_11G100900,KRH29152,Glycine_max_v2.0,11,7637952,7641989,1,hypothetical protein,498
KRH06802,GLYMA_16G047000,KRH06802,Glycine_max_v2.0,16,4458982,4459633,1,hypothetical protein,93
KRH32572,GLYMA_10G060400,KRH32572,Glycine_max_v2.0,10,5620243,5620901,1,hypothetical protein,68
KRH14357,GLYMA_14G021400,KRH14357,Glycine_max_v2.0,14,1517754,1520884,1,hypothetical protein,407
KRH01317,GLYMA_18G269000,KRH01317,Glycine_max_v2.0,18,55265735,55265902,1,hypothetical protein,55
KRH45174,GLYMA_08G255700,KRH45174,Glycine_max_v2.0,8,22660130,22660967,-1,hypothetical protein,66
KRG88932,GLYMA_U014300,KRG88932,,NA,NA,NA,NA,hypothetical protein,67
KRH50713,GLYMA_07G238800,KRH50713,Glycine_max_v2.0,7,41984525,41984689,1,hypothetical protein,54
KRH38624,GLYMA_09G147900,KRH38624,Glycine_max_v2.0,9,36634955,36639438,1,hypothetical protein,420
KRH11423,GLYMA_15G107400,KRH11423,Glycine_max_v2.0,15,8423509,8429196,1,hypothetical protein,111
KRH34472,GLYMA_10G186100,KRH34472,Glycine_max_v2.0,10,41912473,41913274,1,hypothetical protein,76
KRH27983,GLYMA_11G027300,KRH27983,Glycine_max_v2.0,11,1968394,1969605,1,hypothetical protein,81
KRH27493,GLYMA_12G238000,KRH27493,Glycine_max_v2.0,12,39718313,39719433,-1,hypothetical protein,146
KRH16300,GLYMA_14G147100,KRH16300,Glycine_max_v2.0,14,31403835,31405594,1,hypothetical protein,409
KRH20795,GLYMA_13G201000,KRH20795,Glycine_max_v2.0,13,31451896,31454261,1,hypothetical protein,85
KRH11469,GLYMA_15G110100,KRH11469,Glycine_max_v2.0,15,8629375,8630458,1,hypothetical protein,106
KRH71372,GLYMA_02G144500,KRH71372,Glycine_max_v2.0,2,14908610,14922263,1,hypothetical protein,1073
KRH23762,GLYMA_12G002400,KRH23762,Glycine_max_v2.0,12,197288,200229,1,hypothetical protein,769
KRH49699,GLYMA_07G173400,KRH49699,Glycine_max_v2.0,7,30484252,30485254,1,hypothetical protein,89
KRH29243,GLYMA_11G104600,KRH29243,Glycine_max_v2.0,11,7941075,7941563,1,hypothetical protein,103
KRH03147,GLYMA_17G079600,KRH03147,Glycine_max_v2.0,17,6168886,6169116,1,hypothetical protein,76
KRH47888,GLYMA_07G054300,KRH47888,Glycine_max_v2.0,7,4757769,4760012,-1,hypothetical protein,90
KRH72591,GLYMA_02G221800,KRH72591,Glycine_max_v2.0,2,40929158,40929433,1,hypothetical protein,91
KRH51953,GLYMA_06G037400,KRH51953,Glycine_max_v2.0,6,2869643,2869795,-1,hypothetical protein,50
KRH59645,GLYMA_05G196200,KRH59645,Glycine_max_v2.0,5,38035399,38037684,-1,hypothetical protein,90
KRH56083,GLYMA_06G302000,KRH56083,Glycine_max_v2.0,6,49076934,49077424,1,hypothetical protein,70
KRG89878,GLYMA_20G053200,KRG89878,Glycine_max_v2.0,20,12030018,12039480,-1,hypothetical protein,376
KRG96033,GLYMA_19G185200,KRG96033,Glycine_max_v2.0,19,44376446,44379007,1,hypothetical protein,131
KRG99054,GLYMA_18G117300,KRG99054,Glycine_max_v2.0,18,14466861,14467034,-1,hypothetical protein,57
KRH23888,GLYMA_12G008900,KRH23888,Glycine_max_v2.0,12,654008,654187,1,hypothetical protein,59
KRH68466,GLYMA_03G233200,KRH68466,Glycine_max_v2.0,3,43400003,43400972,-1,hypothetical protein,68
KRH09583,GLYMA_15G000200,KRH09583,Glycine_max_v2.0,15,9840,19387,-1,hypothetical protein,85
KRH40040,GLYMA_09G234500,KRH40040,Glycine_max_v2.0,9,45696414,45709559,1,hypothetical protein,914
KRH48022,GLYMA_07G063500,KRH48022,Glycine_max_v2.0,7,5640799,5641190,1,hypothetical protein,86
KRG93378,GLYMA_19G012200,KRG93378,Glycine_max_v2.0,19,1163379,1164570,1,hypothetical protein,57
KRG96366,GLYMA_19G206000,KRG96366,Glycine_max_v2.0,19,46165142,46166471,-1,hypothetical protein,206
KRH23820,GLYMA_12G006100,KRH23820,Glycine_max_v2.0,12,456330,459115,-1,hypothetical protein,289
KRH35237,GLYMA_10G230800,KRH35237,Glycine_max_v2.0,10,46065779,46068770,-1,hypothetical protein,479
KRH07645,GLYMA_16G100900,KRH07645,Glycine_max_v2.0,16,20098224,20098611,1,hypothetical protein,89
KRH63634,GLYMA_04G188500,KRH63634,Glycine_max_v2.0,4,45931537,45932360,1,hypothetical protein,92
KRH47946,GLYMA_07G058000,KRH47946,Glycine_max_v2.0,7,5150662,5151025,1,hypothetical protein,76
KRH64077,GLYMA_04G214800,KRH64077,Glycine_max_v2.0,4,48632436,48636860,-1,hypothetical protein,335
KRH53413,GLYMA_06G123900,KRH53413,Glycine_max_v2.0,6,10080152,10082727,1,hypothetical protein,609
KRH49969,GLYMA_07G191800,KRH49969,Glycine_max_v2.0,7,35912731,35913561,1,hypothetical protein,66
KRH33834,GLYMA_10G148000,KRH33834,Glycine_max_v2.0,10,38329927,38331378,-1,hypothetical protein,483
KRH12901,GLYMA_15G203200,KRH12901,Glycine_max_v2.0,15,25803247,25803613,-1,hypothetical protein,92
KRH61859,GLYMA_04G072100,KRH61859,Glycine_max_v2.0,4,6011687,6011890,1,hypothetical protein,67
KRH57465,GLYMA_05G0626002,KRH57465,Glycine_max_v2.0,5,5944833,5944960,-1,hypothetical protein,41
KRH60204,GLYMA_05G226200,KRH60204,Glycine_max_v2.0,5,40468213,40468368,1,hypothetical protein,51
KRH74538,GLYMA_01G026900,KRH74538,Glycine_max_v2.0,1,2829921,2833313,-1,hypothetical protein,65
KRH54281,GLYMA_06G175000,KRH54281,Glycine_max_v2.0,6,14803117,14803678,-1,hypothetical protein,140
KRH63991,GLYMA_04G209300,KRH63991,Glycine_max_v2.0,4,48147329,48147663,1,hypothetical protein,73
KRH33040,GLYMA_10G094600,KRH33040,Glycine_max_v2.0,10,13558785,13559355,-1,hypothetical protein,59
KRH66803,GLYMA_03G129800,KRH66803,Glycine_max_v2.0,3,34445701,34445938,1,hypothetical protein,66
KRH14896,GLYMA_14G055600,KRH14896,Glycine_max_v2.0,14,4415951,4418826,1,hypothetical protein,91
KRH55365,GLYMA_06G249600,KRH55365,Glycine_max_v2.0,6,42156686,42157438,1,hypothetical protein,68
KRH50277,GLYMA_07G212600,KRH50277,Glycine_max_v2.0,7,38418944,38419503,-1,hypothetical protein,60
KRH03758,GLYMA_17G118800,KRH03758,Glycine_max_v2.0,17,9401161,9401373,1,hypothetical protein,70
KRH71799,GLYMA_02G169500,KRH71799,Glycine_max_v2.0,2,26149462,26149769,-1,hypothetical protein,56
KRH57092,GLYMA_05G039000,KRH57092,Glycine_max_v2.0,5,3456552,3458841,1,hypothetical protein,312
